text,label,entities
<< Felodipine >> and the p-chloro analogue inhibited the actin-activated [[ Mg2+-ATPase ]] activity of smooth muscle myosin (IC50 = 25.1 microM).,INHIBITOR,"['Felodipine', 'Mg2+-ATPase']"
<< Felodipine >> and the p-chloro analogue inhibited the actin-activated Mg2+-ATPase activity of smooth muscle [[ myosin ]] (IC50 = 25.1 microM).,INHIBITOR,"['Felodipine', 'myosin']"
"Similarly, << felodipine >> and the p-chloro analogue blocked [[ myosin ]] filament assembly induced by low concentrations of calmodulin, whereas the oxidized and t-butyl analogues did not.",INHIBITOR,"['felodipine', 'myosin']"
"Similarly, felodipine and the << p-chloro >> analogue blocked [[ myosin ]] filament assembly induced by low concentrations of calmodulin, whereas the oxidized and t-butyl analogues did not.",INHIBITOR,"['p-chloro', 'myosin']"
"Again, inhibition of the actin-activated << myosin >> Mg2+-ATPase and myosin filament assembly by [[ felodipine ]] and the p-chloro analogue could be reversed by raising the calmodulin concentration.",INHIBITOR,"['myosin', 'felodipine']"
"Again, inhibition of the actin-activated myosin << Mg2+-ATPase >> and myosin filament assembly by [[ felodipine ]] and the p-chloro analogue could be reversed by raising the calmodulin concentration.",INHIBITOR,"['Mg2+-ATPase', 'felodipine']"
"Again, inhibition of the actin-activated myosin Mg2+-ATPase and << myosin >> filament assembly by [[ felodipine ]] and the p-chloro analogue could be reversed by raising the calmodulin concentration.",INHIBITOR,"['myosin', 'felodipine']"
"Again, inhibition of the actin-activated << myosin >> Mg2+-ATPase and myosin filament assembly by felodipine and the [[ p-chloro ]] analogue could be reversed by raising the calmodulin concentration.",INHIBITOR,"['myosin', 'p-chloro']"
"Again, inhibition of the actin-activated myosin << Mg2+-ATPase >> and myosin filament assembly by felodipine and the [[ p-chloro ]] analogue could be reversed by raising the calmodulin concentration.",INHIBITOR,"['Mg2+-ATPase', 'p-chloro']"
"Again, inhibition of the actin-activated myosin Mg2+-ATPase and << myosin >> filament assembly by felodipine and the [[ p-chloro ]] analogue could be reversed by raising the calmodulin concentration.",INHIBITOR,"['myosin', 'p-chloro']"
These observations suggest that some of the pharmacological actions of << felodipine >> on smooth muscle may involve inhibition of [[ calmodulin-dependent enzymes ]] which are functionally involved in the regulation of smooth muscle contraction.,INHIBITOR,"['felodipine', 'calmodulin-dependent enzymes']"
<< Aldosterone >>-induced [[ ENaC ]] and basal Na(+)/K(+)-ATPase trafficking via protein kinase D1-phosphatidylinositol 4-kinaseIIIβ trans Golgi signalling in M1 cortical collecting duct cells.,INDIRECT-UPREGULATOR,"['Aldosterone', 'ENaC']"
<< Aldosterone >>-induced ENaC and basal [[ Na(+)/K(+)-ATPase ]] trafficking via protein kinase D1-phosphatidylinositol 4-kinaseIIIβ trans Golgi signalling in M1 cortical collecting duct cells.,INDIRECT-UPREGULATOR,"['Aldosterone', 'Na(+)/K(+)-ATPase']"
<< Aldosterone >> also induces the rapid phosphorylation of [[ Protein Kinase D1 ]] (PKD1).,ACTIVATOR,"['Aldosterone', 'Protein Kinase D1']"
<< Aldosterone >> also induces the rapid phosphorylation of Protein Kinase D1 ([[ PKD1 ]]).,ACTIVATOR,"['Aldosterone', 'PKD1']"
This effect has been attributed to the antagonist effects of << pindolol >> at the [[ 5-HT(1A) ]] receptor.,ANTAGONIST,"['pindolol', '5-HT(1A)']"
"In the present study, we compared the pharmacology of << (+/-)pindolol >>, WAY-100635 (a [[ 5-HT(1A) ]] antagonist), GR127935 (a 5-HT(1B/1D) antagonist), and isamoltane (a 5-HT(1B) antagonist), when given acutely in combination with fluoxetine, using in vivo microdialysis in the frontal cortex of the freely moving rat.",ANTAGONIST,"['(+/-)pindolol', '5-HT(1A)']"
"In the present study, we compared the pharmacology of (+/-)pindolol, << WAY-100635 >> (a [[ 5-HT(1A) ]] antagonist), GR127935 (a 5-HT(1B/1D) antagonist), and isamoltane (a 5-HT(1B) antagonist), when given acutely in combination with fluoxetine, using in vivo microdialysis in the frontal cortex of the freely moving rat.",ANTAGONIST,"['WAY-100635', '5-HT(1A)']"
"In the present study, we compared the pharmacology of (+/-)pindolol, WAY-100635 (a 5-HT(1A) antagonist), GR127935 (a 5-HT(1B/1D) antagonist), and << isamoltane >> (a [[ 5-HT(1B) ]] antagonist), when given acutely in combination with fluoxetine, using in vivo microdialysis in the frontal cortex of the freely moving rat.",ANTAGONIST,"['isamoltane', '5-HT(1B)']"
"In addition, by comparing the combined administration of (+/-)pindolol with either WAY100635, GR127935 or isamoltane, we have determined that << (+/-)pindolol >> produces much of its acute potentiation of fluoxetine-induced increases in extracellular 5-HT via its action at the 5-HT(1B/D) receptor in addition to any activity it has at the presynaptic [[ 5-HT(1A) ]] receptor.",ANTAGONIST,"['(+/-)pindolol', '5-HT(1A)']"
"In the local presence into the LC of the << α2-adrenoceptor >> antagonist [[ RS79948 ]] (1 μM), systemic citalopram increased NA in the LC (Emax = 157 ± 25 %) and PFC (Emax = 175 ± 24 %).",ANTAGONIST,"['α2-adrenoceptor', 'RS79948']"
Local LC citalopram effect was abolished by LC presence of the << 5-HT3 >> receptor antagonist [[ MDL72222 ]] (1 μM) but not the 5-HT1/2 receptor antagonist methiothepin (1 μM).,ANTAGONIST,"['5-HT3', 'MDL72222']"
Local LC citalopram effect was abolished by LC presence of the 5-HT3 receptor antagonist MDL72222 (1 μM) but not the << 5-HT1/2 >> receptor antagonist [[ methiothepin ]] (1 μM).,ANTAGONIST,"['5-HT1/2', 'methiothepin']"
alpha(1)-Adrenoceptor antagonists were tested against the << phenylephrine >> ([[ alpha(1)-adrenoceptor ]] agonist)-induced contraction in isolated hamster ureteral preparations using a functional experimental approach.,AGONIST,"['phenylephrine', 'alpha(1)-adrenoceptor']"
"Noradrenaline and << phenylephrine >> ([[ alpha(1)-adrenoceptor ]] agonist) each produced a concentration-dependent tonic contraction, their pD(2) values being 6.87+/-0.08 and 6.10+/-0.05, respectively.",AGONIST,"['phenylephrine', 'alpha(1)-adrenoceptor']"
"<< Noradrenaline >> and phenylephrine ([[ alpha(1)-adrenoceptor ]] agonist) each produced a concentration-dependent tonic contraction, their pD(2) values being 6.87+/-0.08 and 6.10+/-0.05, respectively.",AGONIST,"['Noradrenaline', 'alpha(1)-adrenoceptor']"
"Prazosin (nonselective << alpha(1)-adrenoceptor >> antagonist), silodosin (selective alpha(1A)-adrenoceptor antagonist) and BMY-7378 (8-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride) (selective alpha(1D)-adrenoceptor antagonist) competitively antagonized the [[ phenylephrine ]]-induced contraction (pA(2) values, 8.60+/-0.07, 9.44+/-0.06 and 5.75+/-0.07, respectively).",AGONIST,"['alpha(1)-adrenoceptor', 'phenylephrine']"
"Prazosin (nonselective alpha(1)-adrenoceptor antagonist), silodosin (selective << alpha(1A)-adrenoceptor >> antagonist) and BMY-7378 (8-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride) (selective alpha(1D)-adrenoceptor antagonist) competitively antagonized the [[ phenylephrine ]]-induced contraction (pA(2) values, 8.60+/-0.07, 9.44+/-0.06 and 5.75+/-0.07, respectively).",AGONIST,"['alpha(1A)-adrenoceptor', 'phenylephrine']"
"Prazosin (nonselective alpha(1)-adrenoceptor antagonist), silodosin (selective alpha(1A)-adrenoceptor antagonist) and BMY-7378 (8-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride) (selective << alpha(1D)-adrenoceptor >> antagonist) competitively antagonized the [[ phenylephrine ]]-induced contraction (pA(2) values, 8.60+/-0.07, 9.44+/-0.06 and 5.75+/-0.07, respectively).",AGONIST,"['alpha(1D)-adrenoceptor', 'phenylephrine']"
"<< Prazosin >> (nonselective [[ alpha(1)-adrenoceptor ]] antagonist), silodosin (selective alpha(1A)-adrenoceptor antagonist) and BMY-7378 (8-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride) (selective alpha(1D)-adrenoceptor antagonist) competitively antagonized the phenylephrine-induced contraction (pA(2) values, 8.60+/-0.07, 9.44+/-0.06 and 5.75+/-0.07, respectively).",ANTAGONIST,"['Prazosin', 'alpha(1)-adrenoceptor']"
"Prazosin (nonselective alpha(1)-adrenoceptor antagonist), << silodosin >> (selective [[ alpha(1A)-adrenoceptor ]] antagonist) and BMY-7378 (8-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride) (selective alpha(1D)-adrenoceptor antagonist) competitively antagonized the phenylephrine-induced contraction (pA(2) values, 8.60+/-0.07, 9.44+/-0.06 and 5.75+/-0.07, respectively).",ANTAGONIST,"['silodosin', 'alpha(1A)-adrenoceptor']"
"Prazosin (nonselective alpha(1)-adrenoceptor antagonist), silodosin (selective alpha(1A)-adrenoceptor antagonist) and << BMY-7378 >> (8-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride) (selective [[ alpha(1D)-adrenoceptor ]] antagonist) competitively antagonized the phenylephrine-induced contraction (pA(2) values, 8.60+/-0.07, 9.44+/-0.06 and 5.75+/-0.07, respectively).",ANTAGONIST,"['BMY-7378', 'alpha(1D)-adrenoceptor']"
"Prazosin (nonselective alpha(1)-adrenoceptor antagonist), silodosin (selective alpha(1A)-adrenoceptor antagonist) and BMY-7378 (<< 8-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride >>) (selective [[ alpha(1D)-adrenoceptor ]] antagonist) competitively antagonized the phenylephrine-induced contraction (pA(2) values, 8.60+/-0.07, 9.44+/-0.06 and 5.75+/-0.07, respectively).",ANTAGONIST,"['8-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-8-azaspiro[4.5]decane-7,9-dione dihydrochloride', 'alpha(1D)-adrenoceptor']"
"BDZs and other positive GABA(A)R modulators, including << barbiturates >>, ethanol, and neurosteroids, can also inhibit [[ L-type voltage-gated calcium channels ]] (L-VGCCs), which could contribute to reduced neuronal excitability.",INHIBITOR,"['barbiturates', 'L-type voltage-gated calcium channels']"
"BDZs and other positive GABA(A)R modulators, including << barbiturates >>, ethanol, and neurosteroids, can also inhibit L-type voltage-gated calcium channels ([[ L-VGCCs ]]), which could contribute to reduced neuronal excitability.",INHIBITOR,"['barbiturates', 'L-VGCCs']"
"BDZs and other positive GABA(A)R modulators, including barbiturates, << ethanol >>, and neurosteroids, can also inhibit [[ L-type voltage-gated calcium channels ]] (L-VGCCs), which could contribute to reduced neuronal excitability.",INHIBITOR,"['ethanol', 'L-type voltage-gated calcium channels']"
"BDZs and other positive GABA(A)R modulators, including barbiturates, << ethanol >>, and neurosteroids, can also inhibit L-type voltage-gated calcium channels ([[ L-VGCCs ]]), which could contribute to reduced neuronal excitability.",INHIBITOR,"['ethanol', 'L-VGCCs']"
"BDZs and other positive GABA(A)R modulators, including barbiturates, ethanol, and << neurosteroids >>, can also inhibit [[ L-type voltage-gated calcium channels ]] (L-VGCCs), which could contribute to reduced neuronal excitability.",INHIBITOR,"['neurosteroids', 'L-type voltage-gated calcium channels']"
"BDZs and other positive GABA(A)R modulators, including barbiturates, ethanol, and << neurosteroids >>, can also inhibit L-type voltage-gated calcium channels ([[ L-VGCCs ]]), which could contribute to reduced neuronal excitability.",INHIBITOR,"['neurosteroids', 'L-VGCCs']"
"<< BDZs >> and other positive GABA(A)R modulators, including barbiturates, ethanol, and neurosteroids, can also inhibit [[ L-type voltage-gated calcium channels ]] (L-VGCCs), which could contribute to reduced neuronal excitability.",INHIBITOR,"['BDZs', 'L-type voltage-gated calcium channels']"
"<< BDZs >> and other positive GABA(A)R modulators, including barbiturates, ethanol, and neurosteroids, can also inhibit L-type voltage-gated calcium channels ([[ L-VGCCs ]]), which could contribute to reduced neuronal excitability.",INHIBITOR,"['BDZs', 'L-VGCCs']"
"<< Ca(v)1.3 >> channels were less sensitive to [[ pentobarbital ]] inhibition than Ca(v)1.2 channels, similar to dihydropyridine (DHP) L-VGCC antagonists.",INHIBITOR,"['Ca(v)1.3', 'pentobarbital']"
"Ca(v)1.3 channels were less sensitive to << pentobarbital >> inhibition than [[ Ca(v)1.2 ]] channels, similar to dihydropyridine (DHP) L-VGCC antagonists.",INHIBITOR,"['pentobarbital', 'Ca(v)1.2']"
"<< Ca(v)1.3 >> channels were less sensitive to pentobarbital inhibition than Ca(v)1.2 channels, similar to [[ dihydropyridine ]] (DHP) L-VGCC antagonists.",INHIBITOR,"['Ca(v)1.3', 'dihydropyridine']"
"Ca(v)1.3 channels were less sensitive to pentobarbital inhibition than << Ca(v)1.2 >> channels, similar to [[ dihydropyridine ]] (DHP) L-VGCC antagonists.",INHIBITOR,"['Ca(v)1.2', 'dihydropyridine']"
"<< Ca(v)1.3 >> channels were less sensitive to pentobarbital inhibition than Ca(v)1.2 channels, similar to dihydropyridine ([[ DHP ]]) L-VGCC antagonists.",INHIBITOR,"['Ca(v)1.3', 'DHP']"
"Ca(v)1.3 channels were less sensitive to pentobarbital inhibition than << Ca(v)1.2 >> channels, similar to dihydropyridine ([[ DHP ]]) L-VGCC antagonists.",INHIBITOR,"['Ca(v)1.2', 'DHP']"
"Ca(v)1.3 channels were less sensitive to pentobarbital inhibition than Ca(v)1.2 channels, similar to << dihydropyridine >> (DHP) [[ L-VGCC ]] antagonists.",ANTAGONIST,"['dihydropyridine', 'L-VGCC']"
"Ca(v)1.3 channels were less sensitive to pentobarbital inhibition than Ca(v)1.2 channels, similar to dihydropyridine (<< DHP >>) [[ L-VGCC ]] antagonists.",ANTAGONIST,"['DHP', 'L-VGCC']"
"All GABA(A)R modulators induced a negative shift in the steady-state inactivation curve of Ca(v)1.3 channels, but only << BDZs >> and pentobarbital induced a negative shift in [[ Ca(v)1.2 ]] channel inactivation.",INHIBITOR,"['BDZs', 'Ca(v)1.2']"
"All GABA(A)R modulators induced a negative shift in the steady-state inactivation curve of Ca(v)1.3 channels, but only BDZs and << pentobarbital >> induced a negative shift in [[ Ca(v)1.2 ]] channel inactivation.",INHIBITOR,"['pentobarbital', 'Ca(v)1.2']"
"Despite the structural similarity between benzothiazepines and BDZs, mutation of an amino acid important for diltiazem potency (<< I1150A >>) did not affect [[ diazepam ]] potency.",INHIBITOR,"['I1150A', 'diazepam']"
"Although << L-VGCC >> inhibition by [[ BDZs ]] occurred at concentrations that are possibly too high to be clinically relevant and is not likely to play a role in the up-regulation of L-VGCCs during long-term treatment, pentobarbital and ethanol inhibited L-VGCCs at clinically relevant concentrations.",INHIBITOR,"['L-VGCC', 'BDZs']"
"Although L-VGCC inhibition by BDZs occurred at concentrations that are possibly too high to be clinically relevant and is not likely to play a role in the up-regulation of L-VGCCs during long-term treatment, << pentobarbital >> and ethanol inhibited [[ L-VGCCs ]] at clinically relevant concentrations.",INHIBITOR,"['pentobarbital', 'L-VGCCs']"
"<< 5-Hydroxy-3,6,7,8,3'4'-hexamethoxyflavone >> inhibits nitric oxide production in lipopolysaccharide-stimulated BV2 microglia via NF-κB suppression and [[ Nrf-2 ]]-dependent heme oxygenase-1 induction.",ACTIVATOR,"[""5-Hydroxy-3,6,7,8,3'4'-hexamethoxyflavone"", 'Nrf-2']"
